50	1111	119602.52 
51	1111	120130.52 
52	1111	120658.52 
53	1111	121186.52 
54	1111	121714.52 
55	1111	122242.52 
56	1111	122770.52 
57	1111	123298.52 
58	1111	123826.52 
59	1111	124354.52 
60	1111	124883.56 
61	1111	125412.60 
62	1111	125941.64 
63	1111	126470.68 
64	1111	126999.72 
65	1111	127528.76 
60	2211	137466.52 
61	2211	137818.52 
62	2211	138170.52 
63	2211	138522.52 
64	2211	138874.52 
65	2211	139226.52 
66	2211	139578.52 
67	2211	139930.52 
68	2211	140282.52 
69	2211	140634.52 
70	2211	140986.52 
71	2211	141338.52 
72	2211	141690.52 
73	2211	142042.52 
74	2211	142394.52 
75	2211	142746.52 
76	2211	143098.52 
77	2211	143450.52 
78	2211	143802.52 
79	2211	144154.52 
80	2211	144506.52 
81	2211	144858.52 
82	2211	145210.52 
83	2211	145562.52 
84	2211	145914.52 
85	2211	146266.52 
86	2211	147418.52 
87	2211	147770.52 
88	2211	148122.52 
89	2211	148474.52 
90	2211	148826.52 
91	2211	149178.52 
92	2211	149530.52 
93	2211	149882.52 
94	2211	150234.52 
95	2211	150586.52 
96	2211	154938.52 
97	2211	155290.52 
98	2211	155642.52 
99	2211	155994.52 
100	2211	164042.52 
101	2211	164394.52 
102	2211	164746.52 
103	2211	165098.52 
104	2211	165450.52 
105	2211	165802.52 
106	3211	178935.32 
107	3211	179287.32 
108	3211	179639.32 
109	3211	179991.32 
110	3211	180343.32 
111	3211	180695.32 
112	3211	181047.32 
113	3211	181399.32 
114	3211	181751.32 
115	3211	182103.32 
116	3212	198029.88 
117	3212	198573.88 
118	3212	199117.88 
119	3212	199661.88 
120	3212	200205.88 
121	3212	200749.88 
122	3212	201293.88 
123	3212	201837.88 
124	3212	202381.88 
125	3212	202925.88 
126	3212	207469.88 
127	3212	208013.88 
128	3212	208557.88 
129	3212	209101.88 
130	3212	209645.88 
131	3212	210189.88 
132	3212	210733.88 
133	3212	211277.88 
134	3212	211821.88 
135	3212	212365.88 
136	3212	216909.88 
137	3212	217453.88 
138	3212	217997.88 
139	3212	218541.88 
140	3212	219085.88 
141	3212	219629.88 
142	3212	220173.88 
143	3212	220717.88 
144	3212	221261.88 
145	3212	221805.88 
146	4212	240309.88 
147	4212	240853.88 
148	4212	241397.88 
149	4212	241941.88 
150	4212	242485.88 
151	4212	243029.88 
152	4212	243573.88 
153	4212	244117.88 
154	4212	244661.88 
155	4212	245205.88 
156	4212	245749.88 
157	4212	246293.88 
158	4212	246837.88 
159	4212	247381.88 
160	4212	247925.88 
161	4212	248469.88 
162	4212	249013.88 
163	4212	249557.88 
164	4212	250101.88 
165	4212	250646.92 
166	5213	280111.27 
167	5213	280656.31 
168	5213	281201.35 
169	5213	281746.39 
170	5213	282291.43 
171	5213	282836.47 
172	5213	283381.51 
173	5213	283926.55 
174	5213	284471.59 
175	5213	285016.63 
176	5213	285561.67 
177	5213	286106.71 
178	5213	286651.75 
179	5213	287196.79 
180	5213	287741.83 
